source,target,total_normalized_amount_for_old_players
1204,924,0
897,605,0
418,1108,0
3593,31943,0
995,720,0
266,23,0
36,740,0
12861,2311,0
2921,32013,0
37718,2740,0
3837,306,0
697,45457,0
12825,12861,0
6371,2503,0
369,234,0
175,410,0
17444,5546,0
800,1234,0
10789,976,0
467,19934,0
3714,3691,0
250,290,0
8970,39722,0
2079,10680,0
820,610,0
1041,13,0.465116279
6297,358,0
28396,29228,0
10484,2750,0
6803,4,0
82,162,0
8512,1096,0
347,2531,0
6087,6088,0
413,10044,0
301,148,0
221,1084,0
5743,3205,0
6114,5544,0
2700,16704,0
5225,797,0
3216,589,0
3062,441,0
4,68,0
1085,19689,0
2784,441,0
197,4531,0
16296,2227,0
1304,234,0
336,3325,0
3325,3336,0
1085,7769,0
2598,6772,0
330,150,0
2420,3876,0
33,86,0
873,931,0
720,866,0
46,22556,0
141,398,0
967,294,0
60,122,0
2259,2671,0
3948,1245,0
232,5287,0
1387,27052,0
1091,7769,0
1321,2598,0
862,448,0
2035,2639,0
2259,430,0
122,141,0
162,931,0
144,11023,0
653,18945,0
1085,1436,0
169,269,0
1385,408,0
2808,1766,0
11259,21957,0
1092,1237,0
663,499,0
13726,2598,0
1465,3348,0
9811,2696,0
3719,282,0
1184,419,0
14503,589,0
1518,36,0
2598,24389,0
1075,2067,0
331,2457,0
11126,932,0
3391,5219,0
475,22177,0
472,449,0
2662,14601,0
935,170,0
1159,331,0
23611,49702,0
667,336,0
86,46,0
6418,14542,0
172,2977,0
405,1194,0
765,377,0
1301,1131,0
1160,1073,0
156,1531,0
10409,3060,0
3265,1075,0
7179,29228,0
358,2619,0
1436,3899,0
37965,589,0
10483,845,0
6407,28095,0
621,12321,0
3008,762,0
6414,15906,0
371,289,0
566,3396,0
44277,6890,0
10484,12388,0
11855,2655,0
2425,1402,0
1108,2867,0
260,499,0
3348,422,0
630,762,0
130,45275,0
2855,2420,0
825,3207,0
2431,3271,0
25,84,0
4181,2420,0
6326,409,0
1035,19,0
143,38,0
5623,873,0
2424,3327,0
797,600,0
170,541,0
3911,410,0
39,3709,0
434,1082,0
1219,989,0
2434,2420,0
4111,862,0
697,11117,0
932,2703,0
3349,8104,0
276,868,0
3508,11194,0
623,409,0
40280,1083,0
1084,1390,0
7971,621,0
11907,4750,0
365,410,0
1627,19164,0
3345,3323,0
1286,1084,0
2079,3060,0
605,13702,0
855,1423,0
991,337,0
119,524,0
10,1090,0
1020,1031,0
1693,2672,0
601,3772,0
7875,148,0
77,1264,0
4294,27448,0
7478,868,0
4,110,0
7975,40275,0
430,4255,0
3243,28095,0
8024,415,0
533,44,0
798,21836,0
856,10324,0
20,3205,0
4084,332,0
749,4718,0
1269,234,0
1268,13499,0
2330,10484,0
1084,252,0
1082,605,0
583,607,0
26789,252,0
801,506,0
294,2995,0
336,9636,0
1071,124,0
447,7392,0
2639,3911,0
192,111,0
4171,1005,0
3840,6890,0
27525,252,0
540,2598,0
645,820,0
266,254,0
585,44,0
170,2439,0
6429,403,0
164,1074,0
4059,999,0
1090,642,0
1387,398,0
21829,10690,0
9715,467,0
20,12466,0
189,417,0
5219,35411,0
3126,157,0
16032,1075,0
306,540,0
1211,1436,0
1307,1005,0
553,18950,0
1423,1162,1.162790698
6028,7179,0
610,1411,0
14171,25,0
720,14831,0
409,45457,0
3391,4007,0
455,128,0
826,1095,0
2418,1108,0
631,2454,0
713,11127,0
301,3349,0
6673,2703,0
72,317,0
648,131,0
855,3229,0
14366,385,0
20760,141,0
631,512,0
589,924,0
1228,1227,0
28095,47525,0
714,383,0
5546,17195,0
1627,1429,0
897,148,0.25974026
800,336,0
417,7124,0
4750,26938,0
749,2441,0
6351,40,0
1158,13523,0
19789,449,0
5670,475,0
1511,2381,0
5,599,0
46,1418,0
1028,1184,0
599,10138,0
2999,2311,0
979,3368,0
1436,3057,0
197,135,0
167,669,0.038095238
3820,2288,0
6622,999,0
1035,1123,0
6062,8024,0
9,1837,0
11008,3508,0
20,14,0
506,209,0
403,1177,0
2703,11126,0
601,10695,0
610,86,0.349415205
8287,862,0
11247,2282,0
27755,2671,0
614,204,0
3057,384,0
289,703,0
2241,520,0
2639,2035,0
208,1390,0
2424,2423,0
804,377,0
18987,5545,0
398,13,0
630,232,0
20760,6890,0
37947,20698,0
2972,855,0
2662,14,0
1003,972,0
3057,3736,0
9241,169,0
4147,6195,0
681,861,0
924,2319,0
124,2,0
2639,7179,0
3060,11688,0
28956,856,0
26789,6195,0
605,8699,0
12321,11000,0
641,42,0
1085,4864,0
999,11083,0
2441,410,0
10625,825,0
16658,130,0
11854,294,0
642,1119,0
46,1444,0
234,2282,0
524,11040,0
2744,4482,0
447,314,0
416,6631,0
789,4128,0
379,708,0
6932,1010,0
669,2497,0
23611,27238,0
41,279,0
111,2293,0
1429,2462,0
20829,892,0
144,15,0
171,3896,0
27241,2227,0
2993,566,0
10484,449,0
7060,3060,0
599,2573,0
458,79,0
10688,2698,0.170940171
1062,918,0
2688,833,0
450,64613,0
6890,120,0
141,2944,0
618,430,0
566,537,0
703,601,0
8158,1082,0
62,2977,0
762,31,0
1114,2441,0
65,2662,0
2639,543,0
506,2921,0
141,3207,0
6195,965,0
10217,157,0
653,21725,0
121,14589,0
10980,2995,0
1110,631,0
349,170,0
281,2578,0
4482,6249,0
3207,2362,0
252,16704,0
144,710,0
2700,5268,0
200,7116,0
895,14171,0
197,434,0.056977209
10005,982,0
641,1252,0
415,1533,0
433,533,0
365,6380,0
46,38673,0
1085,3899,0
1506,1467,0
12469,144,0
839,1038,0
11107,1268,0
1073,3146,0
3714,8835,0
11117,6380,0
6996,1017,0
6894,825,0
418,720,0
868,31803,0
2311,48,0
3060,820,0
2439,12068,0
22,3008,0
3342,826,0
985,2964,0
1159,3161,0
6907,244,0
47,15882,0
4589,2675,0
82,941,0
273,6356,0
845,2463,0
2282,868,0
16243,6996,0
1397,618,0
800,48933,0
2722,4331,0
455,4128,0
660,585,0
2521,18481,0
2781,2251,0
498,6342,0
5868,2995,0
53,964,0
1322,964,0
520,1073,0
845,422,0
418,141,0
358,19771,0
969,11,0
367,1214,0
11135,5287,0
385,500,0
826,410,0
1302,1003,0
10,104,0
2394,4467,0
1423,1041,0.099009901
1186,9007,0
10670,276,0
6419,2696,0
6678,1301,0
1322,2156,0
358,355,0
367,7077,0
683,355,0
9902,1158,0
566,6504,0
2319,20,0
902,294,0
28643,498,0
417,429,0
2990,5652,0
379,5,0
2696,16618,0
82,234,0
192,475,0
290,10867,0
3911,1147,0
855,3282,0
5544,13753,0
41,113,0
2655,1210,0
1095,1080,0
4814,10870,0
1531,1533,0
157,1402,0
1084,1532,0
21957,20058,0
3385,2619,0
5546,19657,0
543,1237,0
19164,5,0
6673,4128,0
306,642,0
4441,409,0
749,1411,0
1423,347,0
10484,197,0
1433,3172,0
675,5546,0
1268,383,0
327,599,0
3386,605,0
379,19,0
32812,18105,0
4553,46,0
294,2125,0
355,3793,0.096260388
14391,6418,0
6912,982,0
26461,3592,0
833,2029,0
404,499,0
210,2995,0
79,127,0
244,4083,0
2969,18687,0
2742,660,0
1307,430,0
895,417,0
10838,3911,0
683,980,0
1085,22782,0
1306,416,0
15,48,0
162,1041,0
472,3349,0
3216,6112,0
327,2697,0
2778,167,0
15541,167,0
14928,120,0
18,180,0
24,107,0
8835,127,0
4688,2995,0
2675,2079,0
50658,3690,0
2381,26587,0
621,2502,0
715,6491,0
306,8621,0
9197,449,0
1301,1084,0
1082,1237,0
8024,25243,0
114,89,0
6676,3234,0
141,2750,0
7975,2381,0
3709,472,0
968,8554,0
23,167,0
10959,16795,0
3709,2293,0
450,420,0
120,1001,0
6992,6249,0
991,281,0
416,16650,0
10949,979,0
164,1252,0
1429,332,0
2288,367,0
610,642,0
3497,3898,0
306,603,0
902,3060,0
7321,2995,0
968,1181,0
2068,354,0
13716,1321,0
2744,10690,0
31,289,0
1387,4515,0
10,3205,0
3791,520,0
1766,868,0
29,31,0
1053,3302,0
46,2790,0
1103,1386,0
28643,3134,0
404,1184,0
349,11,0
1049,2698,0
1035,306,0
190,170,0
3811,2374,0
1269,133,0
18,377,0
3772,918,0
5111,918,0
1096,2580,0
2784,3057,0
892,128,0
4040,2671,0
862,750,0
121,4128,0
415,347,0
23826,167,0
417,6992,0
30120,169,0
192,800,0
2503,2990,0
10868,244,0
1416,3318,0
419,3899,0
180,1038,0
29,1071,0
2311,35488,0
1096,34791,0
9007,4128,0
2457,2832,0
2156,642,0
1056,2441,0
703,39,0
28095,964,0
172,2969,0
234,828,0
1290,750,0.051282051
122,168,0
197,380,0
3070,999,0
851,15,0
683,1210,0
1420,1095,0
2336,520,0
2944,825,0
931,720,0
3008,2288,0
4035,379,0
8285,223,0
1291,589,0
605,2238,0
170,65,0
683,714,0.285714286
3057,18760,0
2049,918,0
1268,58,0
2778,405,0
18,1071,0
3508,9681,0
128,45278,0
1416,2580,0
11117,697,0
405,3539,0
1035,358,0
2972,1162,0
1749,354,0
683,129,0
12533,10690,0
2783,10301,0
1027,1123,0
18579,413,0
28956,833,0
2,78,0
18934,449,0
155,316,0
1007,2973,0
1897,1321,0
12374,3205,0
235,1184,0
3719,2696,0
152,4644,0
339,589,0
2497,336,0
12,995,0
22,11141,0
704,408,0
2698,2351,0
11083,2811,0
189,232,0
27,1041,1.120467836
1465,25814,0
868,12399,0
3985,2671,0
7086,2431,0
2727,968,0
1390,11419,0
46,122,0
1181,3057,0
703,31,0
776,4814,0
6600,762,0
12,4254,0
172,3159,0
4541,1025,0
2441,669,0
330,681,0
132,1519,0
2282,1010,0
967,5225,0
39,2016,0
984,989,0
167,499,0
273,40,0
8827,2503,0
327,20908,0
39003,2439,0
76,306,0
2282,2737,0
5111,8536,0
2253,3060,0
122,10281,0
506,86,0
2580,14171,0
273,14171,0
16,31,0
36757,7975,0
209,150,0
2703,253,0
10820,5546,0
11115,5225,0
398,131,0
281,42,0
170,254,0
833,2781,0
204,38445,0
3719,6996,0
7179,979,0
1411,19771,0
13,720,0
5595,2463,0
1082,1095,0
6987,2639,0
12602,2425,0
332,1245,0
16247,10540,0
156,126,0
8174,430,0
7185,4602,0
159,40426,0
352,940,0
5026,2727,0
2995,11086,0
1442,1085,0
28956,3999,0
10603,276,0
12555,449,0
498,262,0
365,697,0
79,42,0
21508,6992,0
12861,5225,0
358,990,0
265,1108,0
1148,1071,0
8009,314,0
865,58,0
1049,366,0
4603,11854,0
210,19,0
17444,4529,0
610,506,0
3842,10484,0
195,42,0
1080,1082,0
660,1184,0
3385,2672,0
2079,2441,0
1467,524,0
2639,1028,0
720,7179,0
520,2727,0
31,430,0
1433,3508,0
4603,5514,0
26091,3558,0
520,144,0
2362,456,0
164,3008,0
29,86,0
128,7020,0
1283,724,0
2891,5546,0
306,192,0
13718,5545,0
24,169,0
2727,660,0
524,3609,0
2282,8172,0
37439,697,0
6894,1114,0
1154,1082,0
29959,21957,0
12764,1411,0
127,4,0
7975,35759,0
197,503,0
862,19164,0
797,6883,0
3135,750,0
6764,4482,0
6676,15481,0
132,642,0
845,6894,0
1032,121,0
6189,9007,0
114,97,0
2999,798,0
2425,18544,0
715,377,0
130,209,0
22294,5,0
144,339,0
1123,3684,0
82,1,0.032258065
232,8718,0
367,2703,0
1421,595,0
1204,1467,0
46,4102,0
602,6414,0
3231,204,0
430,1050,0
2639,9261,0
3898,1111,0
2420,3368,0
1039,543,0
22048,19,0
20,1268,0
255,3368,0
1194,985,0
281,589,0.157657658
43188,989,0
762,1302,0
27241,3592,0
26132,1533,0
1423,595,0
610,8045,0
209,23826,0
332,4271,0
9465,252,0
2696,3592,0
5223,498,0
520,30857,0
238,2698,0
5546,3521,0
2420,16837,0
6418,294,0
10540,6994,0
418,5570,0
120,1291,0
20129,2394,0
7000,3691,0
14589,6992,0
379,3684,0
1075,10969,0
281,899,0
13297,3725,0
653,2775,0
37024,4441,0
628,2696,0
979,3265,0
422,3060,0
786,1091,0
2319,11282,0
11127,10688,0
6992,6131,0
46,289,0
2441,11422,0
6992,2714,0
399,14,0
20908,918,0
7124,1423,0
11083,44796,0
1031,2288,0
331,2750,0
6079,18303,0
9492,314,0
327,790,0
3592,12019,0
142,618,0
4032,1533,0
697,1184,0
6993,16245,0
1436,2990,0
347,3336,0
669,232,0
369,354,0
3368,5,0
1264,3840,0
7042,24,0
11083,223,0
630,2729,0
1005,4338,0
7011,931,0
3060,3385,0
1301,1755,0
3691,4128,0
4750,12,0
200,1245,0
7975,5546,0
128,3385,0
599,232,0
9007,12064,0
273,1082,0
10668,599,0
1017,4128,0
979,2441,0
331,142,0
2293,11675,0
4750,4864,0
4255,46,0
1511,2861,0
583,2672,0
10690,2477,0
202,12935,0
366,714,0
1465,1085,0
3277,16795,0
28596,1321,0
24463,29228,0
8851,294,0
167,1096,0
9962,41,0
1158,250,0
995,7042,0
969,46,0
383,14,0
7918,377,0
3008,1003,0.103524577
5619,3057,0
408,2921,0
2700,40,0
452,4795,0
4773,3551,0
38,798,0
144,447,0
327,1326,0
1387,1039,0
379,350,0
206,23826,0
447,380,0
631,86,0.212765957
537,430,0
683,63857,0
697,13718,0
2448,2502,0
1506,86,0
6087,2776,0
11278,12109,0
2639,10331,0
918,7732,0
42980,169,0
7918,9007,0
4441,2157,0
36,3205,0
9010,833,0
272,1050,0
1047,398,0
252,4093,0
2968,1082,0
15945,976,0
499,2441,0.108695652
964,62,0
679,631,0
338,4835,0
1108,1176,0
1408,5,0
506,434,0
82,167,0
3176,1075,0
2577,677,0
9844,982,0
750,3524,0
1134,982,0
66,377,0
12522,2995,0
23653,130,0
22045,862,0
765,314,0
2781,169,0
595,3601,0
5219,2619,0
265,537,0
1089,543,0
762,1123,0
820,3216,0
380,276,0
14178,1186,0
485,11148,0
3613,31,0
367,631,0
6996,3719,0
206,235,0
5208,1301,0
126,17467,0
5225,4641,0
2282,164,0
1421,56089,0
6131,2740,0
1532,197,0
4769,120,0
398,20519,0
20149,232,0
1035,1027,0
42,299,0
2376,126,0
290,20,0
2481,2439,0
28956,3985,0
265,2969,0
448,5544,0.131578947
4441,20098,0
1897,6163,0
11380,252,0
1063,316,0
873,1071,0
46,21146,0
306,321,0
347,42,0
1091,5862,0
3612,667,0
171,21957,0
3327,4297,0
1124,14969,0
2698,1840,0
24296,498,0
2990,2524,0
10217,39722,0
1184,3892,0
1148,603,0
7185,5196,0
1269,16866,0
2990,27943,0
82,422,0
681,683,0
1436,2403,0
1465,410,0
23611,3690,0
1426,1455,0
60,855,0
1071,1150,0
865,4128,0
3841,449,0
312,6992,0
403,1283,0
5111,653,0
12280,327,0
22302,1025,0
9599,2441,0
609,11083,0
738,750,0
999,36515,0
749,1005,0
862,56084,0
899,2990,0
144,1230,0
903,252,0
21903,2742,0
1050,12321,0
601,4589,0
8432,2990,0
935,1096,0
3302,472,0
2425,3393,0
11972,142,0
150,9218,0
660,1038,0
4602,4814,0
2655,2251,0
543,985,0
24898,506,0
120,9007,0
762,22,0.051612903
4093,862,0
2990,10789,0
595,1162,0
324,447,0
5286,1041,0
720,31,0
416,1411,0
1085,12600,0
47,202,0
750,29228,0
17300,533,0
1274,2282,0
3225,172,0
65,82,0
3207,10484,0
252,27340,0
252,32125,0
5243,1020,0
660,10690,0
43084,814,0
368,141,0.202702703
13222,331,0
169,4582,0
337,2698,0
1025,124,0
2688,306,0
4380,3,0
2693,2410,0
12935,601,0
5107,2566,0
327,21855,0
15,5546,0
448,2740,0
4383,413,0
50100,252,0
762,1218,0
788,498,0
610,430,0
8835,2439,0
5544,3392,0
1084,234,0
12469,2700,0
1091,6678,0
7087,479,0
157,417,0
227,5,0
306,42,0
11107,58,0
1322,865,0
8146,5225,0
21957,29962,0
1402,499,0
589,447,0
1083,6673,0
86,18720,0
3349,720,0
1005,11997,0
15115,630,0
132,1434,0
129,3205,0
8956,1268,0
317,85,0
169,29962,0
2423,2420,0
8430,498,0
27,413,0
2079,265,0
1035,337,0
1402,162,0
121,6672,0
1785,2420,0
2420,786,0
141,518,0
11128,12302,0
10118,410,0
3327,3336,0.034186325
314,552,0
209,506,0
26,2441,0
1010,189,0.170240416
11,989,0
8590,1075,0
9074,144,0
1533,714,0
3984,169,0
10690,6994,0
599,4,0
27,965,0
195,589,0
1464,79,0
6071,566,0
3785,2672,0
3386,3999,0
1753,2995,0
3302,2867,0
2598,10301,0
5219,5573,0
333,720,0
3176,6087,0
1091,447,0
3,14171,0
683,553,0
4441,4480,0
2999,1071,0
5225,35546,0
5545,11472,0
244,121,0
9614,1010,0
7042,417,0
383,2288,0
13240,1533,0
878,5111,0
18105,23634,0
38290,46,0
15,79,0
128,5219,0
979,4862,0
13365,336,0
169,1100,0
4083,3709,0
164,623,0
2362,13328,0
20632,4603,0
1083,6996,0
1104,416,0
1277,398,0
20095,2737,0
1095,868,0
260,144,0
2362,23253,0
1010,379,0
2990,10679,0
234,20377,0
2698,16950,0
1053,336,0
5225,814,0
703,358,0
3697,1071,0
2293,12374,0
2919,332,0
450,5545,0
2973,3898,0
22277,1387,0
4103,458,0
2293,12524,0
19075,941,0
294,931,0
472,512,0
1301,3267,0
8164,475,0
3070,1291,0
2672,3057,0
23,1028,0
2995,13,0
1390,4171,0
40,1025,0
3205,449,0
260,964,0
14,1236,0
3057,416,0
1390,45837,0
383,15889,0
3274,979,0
595,5380,0
10331,982,0
2655,398,0
409,170,0
23611,8031,0
234,865,0
379,2503,0
128,1091,0
3426,157,0
826,281,0
10586,265,0
1416,1433,0
368,12,0
410,14723,0
30120,2441,0
2125,720,0
8793,2990,0
6139,354,0
801,419,0
1387,144,0
895,1164,0
498,3331,0
27,2,0
3205,9875,0
8322,5,0
2420,4064,0
10540,3729,0
968,2150,0
12,33288,0
114,524,0
2861,18940,0
1075,897,0
1147,1162,0
3958,135,0
410,291,0
1274,498,0
8652,2431,0
1627,4114,0
2125,1411,0
5225,64210,0
44,244,0
2742,4482,0
648,1176,0
380,46,0
11596,475,0
130,1103,0
3733,28095,0
4,321,0
3522,252,0
1091,4603,0
3679,999,0
2180,3172,0
697,18963,0
1388,4271,0
40058,2995,0
2553,28643,0
512,970,0
28,42,0
2457,5868,0
10707,130,0
2783,7614,0
3679,5,0
3318,1111,0
433,60,0
1095,28956,0
2420,2995,0
1322,1090,0
1301,3274,0
924,2463,0
3054,543,0
141,121,0
1467,2381,0
12574,410,0
44,9713,0
703,244,0
5220,47,0
4084,6195,0
7087,2672,0
798,45604,0
683,2696,0
409,1520,0
189,252,0
873,47028,0
1025,16795,0
56,6894,0
1150,1039,0
9249,1420,0
982,4494,0
14,4406,0
415,119,0
10483,13447,0
1301,12424,0
1444,162,0
610,403,0
1443,1321,0
11000,1084,0
2639,2524,0
2454,1181,0
1897,697,0
982,10331,0
1897,8541,0
1837,9007,0
11194,5378,0
630,1411,0
44,114,0
40,641,0
430,4083,0
6160,192,0
1063,3508,0
3391,28956,0
3008,358,0
355,336,0
197,5225,0
540,5544,0
1433,1096,0
132,3993,0
6992,41494,0
294,1041,0
19294,327,0
498,10460,0
252,839,0
566,3529,0
27525,46,0
347,58,0
1386,4095,0
1091,829,0
1423,995,0
683,4785,0
26459,23611,0
252,28536,0
3057,2921,0
1160,10867,0
2703,12427,0
4172,458,0
839,2921,0
543,2454,0
1244,503,0
11854,449,0
6114,2984,0
2700,12054,0
468,3368,0
40,131,0
2417,458,0
33966,918,0
336,16696,0
162,4795,0
941,327,0
8590,398,0
1386,380,0
157,2783,0
9636,148,0
940,648,0
3037,1025,0
3216,19771,0
2125,273,0
2311,46971,0
3205,924,0
9007,5268,0
932,6672,0
1050,6890,0
294,585,0
255,499,0
918,16795,0
3508,475,0
7769,2425,0
20760,449,0
2759,169,0
24245,430,0
503,9885,0
337,358,0
239,82,0
3349,1180,0
2995,24903,0
6880,1085,0
2413,1132,0
4603,49734,0
141,39,0
2737,2703,0
698,1071,0
1114,6894,0
868,19789,0
281,358,0.170931627
786,2995,0
12438,1124,0
20698,2750,0
148,2793,0
1519,1301,0
3234,566,0
60,4,0
1411,43293,0
862,2969,0
416,5223,0
2521,2731,0
416,631,0
3426,410,0
27,866,0
6994,8835,0
3277,2282,0
12438,11126,0
449,1766,0
724,798,0
447,1184,0
2867,336,0
829,144,0
1749,968,0
3057,985,0
368,1003,0
1267,2420,0
4324,6574,0
306,643,0
18026,533,0
2832,141,0
1110,31,0
3426,80,0
506,801,0
16795,9249,0
1023,131,0
2477,301,0
192,429,0
11282,59409,0
192,38929,0.013157895
19,1106,0
1038,1078,0
4128,4947,0
588,47,0.168831169
5107,86,0
2944,4603,0
9241,6,0
4331,430,0
2029,4128,0
88,814,0
41,273,0
294,124,0
265,419,0
17390,20,0
2619,40,0
252,419,0
31367,1132,0
3037,2722,0
6761,4750,0
3368,8384,0
2700,10627,0
677,5268,0
6992,2374,0
12005,5225,0
2655,1103,0
653,10644,0
548,170,0
2441,2999,0
630,379,0
995,738,0
3972,20,0
3613,29,0
4906,2457,0
1267,256,0
12381,589,0
4078,797,0
1084,39,0
1011,1095,0
10484,1123,0
35,21,0
605,11596,0
102,10,0
2670,683,0
337,1089,0
30739,5,0
20432,2744,0
3551,2148,0
11194,24575,0
20526,4482,0
2553,289,0
976,2425,0
1465,7654,0
16950,2700,0
58,3508,0.022522523
152,2292,0
3820,512,0
8837,10468,0
9715,419,0
265,826,0
6692,332,0
762,36,0
2517,42,0
895,1082,0
40,931,0
5862,1020,0
993,2296,0
2288,1082,0
134,8568,0
3348,1301,0
3205,1418,0
5546,265,0
1562,7975,0
450,1321,0
1385,2253,0
2439,6673,0
3840,141,0
347,1108,0
377,290,0.25974026
2296,19926,0
475,3315,0
720,3271,0
239,503,0
7056,294,0
714,940,0
39,104,0
58006,1075,0
86,512,0
3834,932,0
698,1039,0
1134,533,0
18,2282,0
552,6994,0
2362,36029,0
8579,1627,0
368,11596,0
1050,7077,0
3785,2180,0
26,24,0
1462,86,0
524,3182,0
17300,1084,0
2977,41274,0
398,2331,0
124,22,0
614,336,0
192,8994,0
408,25,0
595,819,0
410,10761,0
2698,271,0
677,989,0
30,4,0
294,27,0
999,750,0
614,982,0
13,866,0
16,44,0
4792,47,0
819,982,0
3985,2675,0
1070,1091,0
892,7918,0
4271,1387,0
60,5817,0
1268,404,0
5220,1147,0
675,2696,0
1301,3325,0
447,1064,0
447,156,0
403,9007,0
2049,266,0
1049,18487,0
1060,148,0
750,61,0
8,35,0
16,2,0
7014,7378,0
1897,5225,0
200,1268,0
3230,133,0
1039,1010,0
862,273,0
127,42,0
128,703,0
11126,4482,0
2209,982,0
2227,4482,0
3537,11,0
1090,18818,0
4,81,0
79,8344,0
312,121,0
1274,306,0
19,309,0
202,200,0
2497,1095,0
447,430,0
2448,720,0
984,3054,0
19789,11250,0
157,762,0
252,56080,0
12,9352,0
999,1242,0
447,3,0
21842,5107,0
503,10131,0
152,10484,0
2444,2235,0
80,954,0
833,128,0
199,1416,0
1416,1420,0
333,16704,0
15035,1465,0
7056,2457,0
641,990,0
60551,9007,0
2681,605,0
1423,18720,0
503,12382,0
52068,677,0
3685,1010,0
1082,762,0
150,1084,0
1301,7378,0
931,762,0
5,610,0.683726509
3687,6189,0
29349,506,0
3208,6890,0
5343,2381,0
58409,715,0
14,255,0
8697,169,0
18973,6380,0
1264,524,0
7179,720,0
797,715,0
1158,2969,0
409,1,0
1,3508,0
2431,3270,0
1219,281,0
155,15,0
738,350,0
3057,290,0
4574,19789,0
964,5268,0
4750,4275,0
204,2844,0
5219,59106,0
862,41146,0
4814,2995,0
5,1253,0
984,1194,0
543,399,0
618,1029,0
10484,3841,0
3302,681,0
12518,6414,0
566,2336,0
466,3385,0
1081,1041,0
10484,11688,0
472,27092,0
399,583,0
232,13,0
978,141,0
5544,964,0
3899,4603,0
609,79,0
11008,458,0
618,150,0
3948,2861,0
1897,540,0
266,40373,0
5849,984,0
9261,172,0
1411,410,0
6110,800,0
506,1038,0
6079,3205,0
2740,1467,0
10586,47,0
2420,128,0
656,273,0
4333,46,0
653,272,0
232,2696,0
127,192,0
2969,750,0
379,265,0
59,2521,0
1104,839,0
3725,16595,0
2374,11126,0
15,868,0
3270,2420,0
24,524,0
27568,800,0
2457,678,0
6464,5545,0
467,176,0
200,468,0
114,1073,0
1290,862,0
2829,2431,0
996,10,0
3345,630,0
5546,14970,0
383,5,0
8519,467,0
4785,932,0
3165,1085,0
1124,3592,0
5677,605,0
1433,1164,0
2944,5358,0
1785,1085,0
932,53,0
6380,18955,0
6,4466,0
4907,1465,0
599,6808,0
533,8,0
8835,338,0
235,9010,0
5724,306,0
429,385,0
31958,1085,0
4750,17300,0
130,3368,0
338,609,0
4750,12423,0
1237,148,0
2420,2156,0
169,4792,0
80,599,0
892,941,0
244,13364,0
44833,1467,0
22859,2227,0
2688,281,0
6055,327,0
142,7971,0
417,6297,0
605,786,0
2698,265,0
1755,1085,0
28956,43,0
415,190,0
2580,417,0
20,518,0
8877,10674,0
2793,931,0
417,294,0
1507,141,0
541,266,0
79,190,0
358,873,0
697,1401,0
80,11609,0
2687,331,0
12515,2742,0
1397,40,0
180,11310,0
7989,2672,0
37288,5220,0
86,23826,0
485,450,0
12517,4482,0
26026,2740,0
1132,1010,0
8332,5220,0
132,235,0
2239,410,0
2067,982,0
1105,1387,0
2696,294,0
148,631,0
2984,5219,0
10131,413,0
4795,15,0.047619048
321,28095,0
8023,2944,0
2463,498,0
512,368,0
1267,7975,0
21601,605,0
2311,24203,0
10824,2861,0
1091,993,0
506,237,0
1029,1049,0
5621,276,0
45080,999,0
420,10319,0
7136,506,0
458,3037,0
415,583,0
1414,294,0
634,142,0
472,1050,0
897,339,0
116,3551,0
17444,10131,0
708,3057,0
540,479,0
714,1020,0
1418,338,0
3062,2675,0
415,7042,0
450,26258,0
90,235,0
23052,12,0
6992,16198,0
964,124,0
5220,5219,0
9681,2282,0
288,6676,0
29831,621,0
3743,749,0
498,468,0
2079,128,0
3592,10468,0
982,995,0
367,2477,0
12056,9007,0
4031,252,0
3592,5287,0
2705,2696,0
2417,294,0
134,366,0
12379,265,0
918,5225,0
630,1244,0
941,7185,0
1465,995,0
2420,16704,0
4383,856,0
24518,2639,0
999,1154,0
8758,605,0
2804,873,0
2726,5572,0
634,252,0
1075,2531,0
3349,6023,0
250,44,0
281,623,0
4482,2783,0
22703,798,0
6987,336,0
3392,5220,0
306,281,0
1074,337,0
2698,28095,0
11125,2410,0
5111,20628,0
290,2969,0
208,2696,0
667,1444,0
15875,599,0
1091,10233,0
21829,294,0
232,28095,0
932,5268,0
18223,265,0
2444,31,0
10483,9518,0
5572,4603,0
3691,3714,0
39805,2293,0
2394,23611,0
132,631,0
2698,660,0
2239,1386,0
2448,4032,0
170,128,0
168,5546,0
337,3205,0
12005,62,0
1032,368,0
209,940,0
164,10484,0
2331,398,0
417,368,0
2737,16704,0
23368,8838,0
1020,358,0
5,4772,0
1045,1003,0
607,4031,0
1038,29228,0
660,1071,0
2581,506,0
1564,417,0
418,583,0
291,660,0
3820,358,0
3060,4768,0
1837,5219,0
358,1032,0.011695906
738,2969,0
4585,2671,0
839,3271,0
4,3,0
24326,1085,0
3706,7185,0
14171,12424,0
337,1060,0
10690,27288,0
235,47,0
873,405,0.437761069
762,603,0
868,967,0
6418,7732,0
4171,408,0
1049,337,0
8835,2700,0
2703,8832,0
15945,24575,0
430,4361,0
11997,862,0
410,10118,0
410,1020,0
159,409,0
6195,4102,0
9233,599,0
306,7315,0
1027,2431,0
10690,9007,0
169,3396,0
918,878,0
6918,968,0
4093,252,0
1123,1252,0
58,3935,0
999,11195,0
2503,9509,0
918,11023,0
3840,126,0
189,472,0
6195,1030,0
398,609,0
5544,180,0
6414,12131,0
1078,1436,0
6195,1388,0
4553,862,0
6405,121,0
2120,1433,0
