source,target,total_normalized_amount_for_old_players
1085,585,0
467,1434,0
11,931,0
337,512,0
826,1041,0
603,337,0
1158,3915,0
410,2531,0
24078,999,0
130,5543,0
128,2079,0
11483,252,0
252,5380,0
1038,2581,0
164,969,0
32650,23611,0
13726,697,0
503,413,0
86,52,0
940,131,0.38961039
144,2639,0
2503,336,0
683,1244,0
8023,641,0
380,19,0
1023,2282,0
2457,25817,0
12,9353,0
653,10693,0
2639,2457,0
982,3393,0
169,4000,0
1082,1041,0
354,3172,0
409,6321,0
1075,2457,0
3691,10627,0
200,133,0
12054,3690,0
1146,180,0
208,2311,0
27,46,0.744680851
720,3205,0.047619048
3336,8024,0
415,1023,0
306,3207,0
868,5743,0
18796,1073,0
398,9690,0
1408,416,0
47,605,0
7001,935,0
350,1010,0
294,150,0
918,22140,0
19164,6195,0
3216,845,0
450,13726,0
1465,703,0
2293,845,0
2963,1110,0
826,415,0
1037,252,0
506,26789,0
21940,3060,0
10140,2457,0
366,4603,0
3592,6996,0
1114,931,0
3330,1436,0
2995,720,0
2394,10131,0
609,162,0
1038,498,0
10314,485,0
4159,6195,0
144,918,0
825,3205,0
133,317,0
180,31,0.673035638
762,8054,0
1081,2618,0
336,7788,0
12302,339,0
7185,1245,0
2420,1061,0
4330,458,0
40,3302,0
164,130,0
5648,150,0
6894,12511,0
209,683,0
56736,135,0
141,2698,0.184210526
681,1532,0
6994,9055,0
162,969,0
1306,2672,0
873,698,0
134,826,0
2311,121,0
2962,355,0
18105,4482,0
1290,1073,0
447,2566,0
1186,932,0
142,1387,0.327903091
472,940,0
2,24,0
1175,1082,0
5595,820,0
3772,172,0
40445,128,0
11127,40280,0
10663,6992,0
8077,1387,0
5743,589,0
6600,3057,0
1286,20,0
5649,3709,0
11856,999,0
260,42,0
524,3216,0
398,800,0.05952381
2209,2672,0
897,142,0
30,24,0.02173913
643,200,0
135,3725,0
15096,5225,0
316,503,0
1045,405,0
1083,3609,0
2722,800,0
1283,383,0
8715,126,0
62,1322,0.012895487
2722,6195,0
33,3182,0
12,355,0
6414,2740,0
1304,2951,0
1047,6195,0
1408,2921,0
4814,10140,0
4297,3336,0
667,244,0.263157895
1092,820,0
1085,294,0
3,86,0
9251,358,0
353,413,0
762,3057,0
14,15064,0
2503,50965,0
4554,1429,0
4786,941,0
56,18,0
2696,3690,0
350,512,0.930232558
583,40,0
1237,1010,0
1433,825,0
121,2703,0
1071,379,0
3999,6418,0
875,2995,0
10690,540,0
130,1210,0
379,131,0
27143,589,0
6163,377,0
5545,35957,0
121,2439,0
11282,2832,0
982,614,0
289,543,0.232031692
5572,3996,0
2672,41197,0
19171,332,0
3057,3905,0
1426,1268,0
485,327,0
458,1038,0.680718891
1038,800,0.166666667
252,41804,0
11,337,0
4550,1627,0
2424,979,0
3183,19771,0
862,8970,0
520,3836,0
6503,999,0
8394,266,0
17629,479,0
27,131,1.333333333
17425,3368,0
8164,1184,0
499,404,0
399,458,0
22220,338,0
1162,40,0
1072,985,0
23,42,0
235,20,0
85,82,0
17,265,0
1237,273,0
180,9211,0
1039,148,0
3812,2362,0
133,200,0
6678,2441,0
1091,839,0
985,990,0
4553,1104,0
4,434,0
1005,430,0.106382979
276,862,0
281,3302,0
235,354,0
3690,16704,0
1411,244,0
932,121,0
25029,419,0
405,371,0
2671,683,0
3267,1301,0
12321,367,0
2745,653,0
1082,148,0
1031,31,0
39,1533,0.148148148
294,1085,0
601,8031,0
1147,826,0
413,503,0
862,197,0
31,58,0.19047619
189,130,0
1210,2431,0
1322,479,0
1387,607,0
368,3709,0
26,33,0
408,8970,0
814,62,0
714,46,0
164,3054,0
2477,23664,0
35,39,0
830,610,0
537,2457,0
124,964,0.285885646
1038,46,0
2420,1301,0
1038,1090,0
1264,2292,0
683,3711,0
3216,1467,0
260,2984,0
121,3691,0
331,2687,0
980,683,0
2680,128,0
1290,667,0
21941,28956,0
281,1020,0.758776489
134,1049,0
135,697,0
61,273,0
404,235,0
601,202,0
128,6114,0
653,317,0
317,1268,0
11344,232,0
520,3508,0
683,265,0
190,16704,0
352,931,0
1075,347,0
5543,130,0
337,714,0
3062,4005,0
2995,7179,0
820,6894,0
3840,2750,0
8494,367,0
327,17836,0
630,3368,0
418,24,0
797,941,0
33,89,0
199,338,0
349,873,0
6377,5544,0
1104,6195,0
16,89,0
1465,1436,0
265,3368,0
2457,1084,0
2727,475,0
11,148,0
169,829,0.026315789
648,697,0
331,503,0
2754,20,0.266666667
26973,683,0
6098,653,0
21719,968,0
932,232,0.333333333
5,1061,0
415,10872,0
252,162,0
698,641,0
1075,531,0
924,3202,0
3037,506,0
3933,1003,0
631,5,0.367110348
47,2671,0
2783,455,0
16704,969,0
2441,26973,0
1785,979,0
1465,3349,0
403,200,0
1037,419,0
1557,385,0
714,583,0
1301,38040,0
282,3060,0
630,142,0
2413,1039,0
1465,982,0
1119,3060,0
2566,485,0
1411,2282,0
1162,10775,0
132,28378,0
19,12,0
2530,553,0
2784,7975,0
9233,2776,0
11127,14589,0
2867,826,0
14,413,0
2655,410,0
6630,10484,0
13716,58943,0
130,5,0
924,833,0
10331,7179,0
3342,126,0
1264,3205,0
16704,12048,0
1269,2671,0
9212,337,0
329,749,0
3057,327,0
410,1010,0
3187,58,0
1003,683,0
223,16268,0
162,294,0
131,720,0
18504,6676,0
3325,1085,0
10192,1091,0
12054,2696,0
1388,46,0
931,2925,0
533,200,0
3057,294,0
762,985,0
23634,23611,0
58,8428,0
3719,1186,0
703,294,0
720,2423,0
3205,12378,0
4159,506,0
1210,43396,0
58,5220,0
918,19662,0
162,932,0
3535,964,0
355,626,0
3385,683,0
839,6195,0
235,1090,0
10043,1075,0
1050,1411,0
398,6692,0
610,499,0.130952381
403,26,0
2984,6098,0
46,2239,0
8031,4482,0
896,82,0
2454,289,0
1268,403,0
1132,1044,0
13,630,0
4083,6195,0
1085,2424,0
1508,20,0
17671,2566,0
101,66,0
10784,1436,0
1028,148,0
609,1075,0
1426,1269,0
3846,833,0
4750,6107,0
52,419,0
6380,8671,0
14589,2700,0
25029,5111,0
24394,1073,0
41274,2282,0
631,6683,0
403,3892,0
355,984,0
3592,20251,0
589,862,0
22330,430,0
697,2410,0
2300,1184,0
982,609,0
11083,419,0
2703,120,0
1050,2867,0
1109,2410,0
352,762,0
266,2472,0
5545,814,0
2394,409,0
8892,327,0
854,15,0
52,80,0
683,2672,0
377,18,0.011627907
979,126,0
589,1467,0
170,618,0
10157,4128,0
129,4,0
7975,2311,0
1436,2481,0
234,317,0
1411,34987,0
10949,2672,0
159,120,0
3327,2425,0
232,3691,0
631,2288,0
3691,2374,0
2477,6414,0
1701,1075,0
5,631,0
10690,2227,0
999,327,0
11194,11103,0
15,1109,0
25,168,0
4,53,0
10090,524,0
14232,833,0
197,2814,0
7042,1082,0
2251,1390,0
999,419,0
2331,862,0
10870,605,0
599,2362,0
13716,377,0
15156,114,0
918,14075,0
355,873,0
265,2381,0
1387,410,0.418196654
19039,1322,0
10043,2420,0
1030,3205,0
232,645,0
1005,1038,0
12065,14589,0
9961,410,0
3057,244,0
499,3631,0
2944,6894,0
5358,1049,0
29831,1237,0
152,2381,0
104,419,0
15,24,0.170940171
2292,1506,0
1119,2670,0
114,289,0
6993,18303,0
306,2784,0
398,5,5.359509701
996,60,0
2503,537,0
861,3205,0
2448,1531,0
10,163,0
2457,3973,0
7788,1085,0
39,472,0
366,3631,0
1433,520,0
3508,36892,0
1005,458,0
589,2462,0
1027,873,0.375730994
6503,144,0
2448,131,0
15,5378,0
605,3271,0
1506,12378,0
641,631,0
4750,720,0
968,1184,0
234,3205,0
2457,6890,0
413,14,0
1039,164,0
128,1028,0
762,1220,0
7972,150,0
1085,1211,0
27001,506,0
72,495,0
518,924,0
2990,19637,0
25029,327,0
903,762,0
1465,2457,0
16247,2740,0
10773,2292,0
419,4768,0
355,1132,0
9583,223,0
6699,148,0
11117,5225,0
385,383,0
3205,141,0
472,368,0
2441,15540,0
467,1389,0
202,540,0
2227,533,0
979,3329,0
192,18,0
499,46,0
1390,9826,0
410,430,0.067567568
11,1032,0
11,46,0.903225806
2778,1184,0
631,13,0
114,60,0
631,506,0
7769,128,0
13364,2420,0
44063,126,0
366,294,0
498,566,0.288550323
11000,940,0
605,2282,0
4602,3984,0
105,24,0
252,67015,0
223,327,0
314,11083,0
1390,46,0
2381,273,0
405,641,1.258630447
631,1020,0
1910,1096,0
180,1114,0
1085,1075,0
12462,2671,0
449,459,0
1322,4480,0
291,1050,0
10850,1095,0
46,5615,0
991,164,0
6994,32679,0
2671,20058,0
985,164,2.772423989
2439,11749,0
1420,1433,0
2431,2423,0
985,162,0
2783,8963,0
605,2433,0
618,826,0
5228,121,0
940,3302,0
142,150,0
2783,317,0
11194,434,0
553,6676,0
131,5268,0
1408,252,0
2990,2457,0
3592,16247,0
2323,6894,0
336,2521,0
6195,11596,0
3349,19662,0
379,281,1.747368421
4553,1429,0
347,475,0
2921,749,0
130,641,0
4675,2293,0
1098,31,0
37276,21957,0
814,6377,0
2067,347,0
19083,814,0
47,6676,0
9859,605,0
12438,2698,0
1302,148,0
2362,19628,0
866,410,0
868,1506,0
15273,2293,0
990,281,0
1210,144,0
1103,1038,0
199,2698,0
3008,379,0.539012004
3325,979,0
385,468,0
2434,1465,0
2677,2441,0
1071,762,0
16104,33,0
3349,294,0
738,273,0
1386,3522,0
618,244,0
55924,9007,0
11688,20,0
27,12,0
3892,2977,0
416,294,0
1378,503,0
1091,67901,0
273,162,0
131,631,5.256820784
289,1010,0.380952381
26459,18105,0
8024,979,0
355,3205,0
1411,204,0
2425,897,0
9007,338,0
169,980,0
281,430,0
1387,506,0
7009,1020,0
20,144,0
152,141,0
2330,589,0
172,656,0
3840,2293,0
14,2293,0
1164,3524,0
1049,1075,0
12,5,0
6894,1264,0
11126,3609,0
1386,938,0
800,12,0
126,1081,0
449,2832,0
1245,1230,0
314,144,0
533,254,0
1119,3985,0
653,339,0
2374,3691,0
337,281,0
9007,16239,0
337,899,0
232,121,0
991,1032,0
1050,506,0
410,506,0.581395349
991,29,0
3709,150,0
20,524,0
2454,281,0
94,42,0
384,1184,0
3348,336,0
3392,683,0
1175,162,0
1455,1268,0
244,22,0
5,142,0
999,223,0
238,419,0
1191,355,0
18,65,0
379,289,0
189,610,0
601,3057,0.035714286
7773,28643,0
653,4603,0
8541,1322,0
177,825,0
3691,2700,0
24394,2977,0
2125,2431,0
1467,20760,0
1429,506,0
1161,157,0
2737,1234,0
409,3342,0
6169,379,0
7042,2727,0
2921,12,0
2420,7378,0
2457,1387,0
3060,3392,0
669,144,0
1049,993,0
79,85,0
354,968,0
7179,1095,0
1132,631,0
130,4333,0
6107,2477,0
1038,49933,0
234,1114,0
2423,720,0
786,499,0
12583,660,0
1465,35387,0
339,114,0
4541,252,0
3207,1267,0
126,36,0
33304,2503,0
36,2944,0
601,7179,0
3348,7478,0
7077,171,0
13,897,0
5268,3725,0.244103974
2696,3725,0
5107,12109,0
583,2067,0
498,10319,0
22220,170,0
11337,1025,0
762,826,0
1436,1465,0
4482,6414,0
3551,6107,0
31,336,0
3302,5648,0
1005,2540,0
2293,937,0
3522,276,0
368,418,0.833333333
1132,124,0
6405,8835,0
1264,868,0
11194,35,0
2029,2995,0
8524,8838,0
18105,2742,0
8172,40,0
969,820,0
5268,2698,0.526315789
6,2293,0
12420,3691,0
7661,5572,0
2381,5070,0
1089,641,0
2403,398,0
33623,28956,0
2504,589,0
660,338,0
2687,16795,0
3336,10949,0
380,800,0
252,416,0.148514851
3323,2503,0
4111,130,0
416,1038,0.257309942
7185,3172,0
18105,18300,0
13328,6996,0
1785,2441,0
14,144,0
41,129,0
419,82,0
2262,985,0
800,3522,0
6227,1091,0
36,31,0
417,1032,0
347,506,0
416,1390,0.106382979
57,4,0
498,2321,0
1035,1020,0
48,1493,0
13,714,0
3690,7179,0
252,408,0
1085,1465,0
524,3840,0
506,1390,0.054302423
1041,336,0
2503,2425,0
3729,22994,0
410,4541,0
4550,1005,0
405,273,0.297029703
7788,3336,0
131,16795,0
2784,979,0
128,6536,0
856,936,0
102,3205,0
1306,1386,0
1237,11,0
15,12,0
2300,2381,0
447,27190,0
2381,36,0.265957447
430,210,0
347,1165,0
354,1199,0
6699,873,0
4750,26069,0
2973,1411,0
475,1201,0
498,501,0
265,190,0
39,16,0
1181,641,0
5228,12438,0
683,9261,0
12574,294,0
1085,29294,0
114,2381,0
4331,130,0
1234,398,0
1386,1423,0
4553,800,0
2454,1071,0
12,189,0
5572,169,0
631,989,0.518018018
330,3057,0
1091,653,0
5587,416,0
410,22203,0
237,13,0
862,46,0
121,499,0
31,22,0
5358,472,0
1228,235,0
398,6195,0.085470085
31943,3593,0
8943,715,0
2721,506,0
1387,130,0
46,1025,0
1091,35417,0
589,3631,0.011261261
1177,2293,0
40,1050,0
1443,62,0
11127,932,0
1386,416,0.697674419
1465,2424,0
235,798,0
52,172,0
170,7567,0
3345,7211,0
46,6195,0
62,697,0
653,265,0
825,141,0
6071,223,0
12469,1301,0
7185,29803,0
16795,1010,0
95,80,0
985,29,0
48,2,0
3327,35599,0
2598,6483,0
42,122,0
244,40,0
13716,6038,0
294,1701,0
144,455,0
4326,1387,0
750,999,0
4326,130,0
7097,553,0
441,2984,0
4159,1038,0
355,337,0.741703319
3551,4,0
3708,16795,0
5226,6414,0
150,641,0
1123,991,0
1071,337,0
7185,30685,0
6676,3345,0
3267,2425,0
14,6321,0
4386,4441,0
3688,1071,0
1108,2464,0
223,2362,0
1301,2425,0
339,197,0
3508,2282,0.024474023
839,398,0
7179,10330,0
2700,42,0
2381,5595,0
17300,131,0
1005,380,0
868,1267,0
355,281,0.136745302
377,865,0
1420,290,0
25,3391,0
2687,1084,0
312,2703,0
8524,172,0
416,1627,0.024474023
28,79,0
524,12383,0
11194,6105,0
237,993,0
982,3369,0
4085,416,0
990,899,0
2655,800,0
10,42,0
720,141,0
1268,384,0
3302,11,0
3302,1049,0
21957,33439,0
6,36,0
2448,2296,0
1268,234,0
169,6992,0
65,39,0
10139,2362,0
21550,410,0
114,2698,0
4602,683,0
995,855,0
520,2977,0
192,33,0
1075,2423,0
4750,1436,0
126,20698,0
833,6890,0
3725,932,0
660,679,0
306,1284,0
130,410,0
1390,1429,0.012237012
9681,498,0
5545,1322,0
653,6098,0
862,46619,0
1110,281,0
6249,6996,0
405,31,0
1307,5,0
862,18075,0
503,8579,0
124,762,0
2509,714,0
762,2455,0
10,234,0
990,989,0
1465,17300,0
609,131,0
2477,5514,0
1186,9819,0
410,8287,0
39,36100,0
27568,130,0
2311,8684,0
892,365,0
410,2722,0.027027027
3008,989,0
2448,5648,0
1095,750,0
5743,924,0
1087,16795,0
11194,144,0
281,543,0
1386,6195,0.622195022
50976,868,0
873,762,0
826,169,0
3008,1050,0
20591,6996,0
2424,252,0
16247,45457,0
3385,605,0
17,447,0
120,141,0
496,833,0
265,80,0
144,80,0
86,27,0
31614,306,0
19164,1627,0
798,1268,0
2067,1095,0
631,2784,0
995,985,0
29109,1465,0
2292,2293,0
6195,130,0.357142857
410,618,0
897,4032,0
6195,1005,0
2521,720,0
4001,1119,0
987,29,0
833,449,0
11411,2783,0
3892,58,0
11128,6087,0
976,982,0
1436,1785,0
991,148,0
498,703,0
6676,169,0
2420,6418,0
11754,16704,0
294,7179,0
119,2744,0
11757,20,0
1627,749,0
714,1050,0.067567568
32650,367,0
4814,979,0
41197,265,0
89,3,0
740,820,0
9,2441,0
2672,6267,0
110,86,0
8554,10690,0
2598,1064,0
1025,10670,0
2457,336,0
1321,7975,0
605,18,0
4057,3691,0
2722,4326,0
447,2921,0
16795,33966,0
232,3725,0
266,9781,0
2740,524,0
367,13,0
4515,800,0
697,1321,0
1429,410,0
506,5,1.891891892
826,31,0
862,2655,0
271,358,0
20,312,0
2277,144,0
472,897,0
2672,47,0
350,430,0
1194,289,0
4814,30590,0
677,641,0
3060,3062,0
14708,11,0
4324,862,0
779,62,0
2239,252,0
862,2921,0
12422,11127,0
144,2790,0
1108,5,0
1242,144,0
4950,314,0
1095,903,0
2288,1072,0
3057,2125,0
634,873,0
1083,2696,0.238095238
60,18,0
44796,976,0
982,2457,0
417,273,0
265,169,0
447,103,0
866,3709,0
8172,14,0
683,46,0
748,416,0
276,209,0
4114,252,0
1268,7110,0
1070,6418,0
31983,10314,0
38,41,0
3899,20,0
409,452,0
47,7074,0
1038,237,0
14,4795,0
273,2698,0
2323,141,0
11757,17444,0
1053,1186,0
339,9007,0
677,289,0
826,1147,0
6994,623,0
1050,1114,0
5544,7087,0
3709,142,0
447,2861,0
23826,31,0
430,336,0
936,2772,0
294,1007,0
3342,1164,0
12,312,0
22220,327,0
1465,321,0.07342207
2362,311,0
2425,800,0
124,164,0.810337672
1390,150,0
9218,289,0
714,31843,0
13,41,0
979,2457,0
354,2180,0
1124,2410,0
498,6062,0
1533,26007,0
29228,2727,0
289,11,0
3060,3899,0
447,223,0
2180,1433,0
660,10091,0
10468,2742,0
1083,3725,0
479,2573,0
398,46,0.071428571
398,2441,0
10643,276,0
16239,18303,0
234,16,0
1104,800,0
18,1053,0
618,595,0
1047,1038,0
169,30533,0
5219,3993,0
130,22045,0
447,13326,0
750,595,0
29095,1237,0
4057,121,0
3329,2425,0
327,144,0
1622,1506,0
681,11,0
798,1435,0
403,601,0
28643,3057,0
845,1264,0
4032,681,0
148,41,0
164,989,0
3325,6912,0
428,3216,0
162,131,0
337,716,0
2944,2330,0
790,1387,0
720,609,0.187434398
142,8841,0
1411,8285,0
1025,276,0
2698,6499,0
6890,3207,0
255,14,0
11495,1435,0
332,46,0
327,498,0
603,667,0
29,1027,0
2984,1020,0
2362,498,0
3325,10330,0
979,2995,0
430,416,0.113954418
1085,3265,0
317,18,0
449,7,0
1049,3709,0
3345,720,0
2921,820,0
1443,7975,0
7918,814,0
11008,3057,0
2783,2374,0
380,7185,0
1426,8994,0
4331,252,0
1071,29,0
126,19771,0
379,82,0
13716,12208,0
169,35476,0
1108,714,0
7409,1627,0
820,10484,0
1108,150,0
3302,150,0
1837,6377,0
18,60,0
144,4507,0
338,8835,0
468,234,0
234,11,0
5107,252,0
1123,677,0
40,9902,0
924,6646,0
447,48,0
383,234,0
3349,14447,0
968,9250,0
134,2867,0
9128,599,0
5111,12109,0
5225,6475,0
9961,144,0
455,450,0
1184,200,0
3345,2639,0
237,1071,0
3508,2861,0
800,252,0
12266,223,0
5,294,0
1518,868,0
1085,1027,0
2737,9875,0
485,11083,0
1084,16795,0
868,12392,0
4111,800,0
698,337,0
3834,1124,0
4032,964,0
14888,506,0
121,1083,0
4795,2441,0
2969,252,0
3739,419,0
527,162,0
16,995,0
273,16795,0
6808,2362,0
5724,1301,0
26789,506,0
4482,10157,0
114,244,0
485,2776,0
6163,1897,0
15,35,0
468,20303,0
37335,683,0
3062,8536,0
1071,289,0.170931627
6676,37782,0
290,2180,0
9100,11300,0
14588,2227,0
2557,1164,0
1091,21957,0
30,79,0
715,5545,0
3716,2288,0
441,810,0
524,2375,0
355,865,0
221,336,0
1085,7378,0
524,11282,0
5546,6380,0
41,27,0
1244,1084,0
13,33304,0.247747748
441,128,0
15156,2381,0
512,1132,0.332680945
2696,932,0
991,984,0
800,31175,0
2700,36999,0
506,2722,0
1435,200,0
8970,22045,0
1274,60,0
798,7474,0
1290,2969,0
1039,1301,0
1267,1467,0
3609,12438,0
36,9935,0
1020,119,0
989,1020,0
111,42,0
12,130,0
903,192,0
4057,3719,0
1386,28956,0
3884,289,0
506,1244,0
1301,1085,0
7975,715,0
122,416,0
11748,2410,0
503,18344,0
37276,683,0
798,7469,0
449,39722,0
585,162,0
16,150,0
1184,235,0
20169,599,0
5163,1387,0
4031,1627,0
999,11038,0
6023,2503,0
10482,964,0
902,157,0
982,17425,0
683,1755,0
648,631,0
173,17444,0
265,873,0
12861,28596,0
3062,3396,0
223,485,0
7088,825,0
2362,8047,0
500,642,0
413,14831,0
3216,2293,0
1283,202,0
5648,666,0
430,800,0
18487,41,0
1103,800,0
403,317,0
1955,290,0
3349,10540,0
1433,9010,0
22,720,0
5219,47,0
189,618,0
496,2444,0
683,1234,0
1096,1201,0
978,128,0
520,24279,0
417,969,0
133,403,0.039473684
2420,940,0
601,2321,0
8685,697,0
40,141,0
641,940,0
289,3008,0
1390,862,0
39,3301,0
2439,2374,0
2503,128,0
982,14807,0
7811,2420,0
4959,46,0
5225,7975,0
27221,347,0
7185,3706,0
6347,720,0
499,984,0
31,265,0
606,897,0
1253,130,0
749,26250,0
9614,1416,0
1411,475,0
11148,11083,0
398,379,0
1123,1071,0.17804412
776,294,0
3140,2639,0
1083,2698,0
3057,157,0
46,130,0.111111111
2712,2477,0
266,2697,0
12005,697,0
605,12588,0
19771,2750,0
5615,862,0
2655,252,0
6894,833,0
7088,820,0
2231,14,0
3679,936,0
126,2463,0
4541,1390,0
2293,825,0
1385,458,0
1264,3524,0
475,3905,0
1411,6044,0
128,3899,0
2410,2700,0
5544,5225,0
856,4441,0
797,479,0
26459,6992,0
5268,20151,0
2251,416,0
566,1227,0
14807,128,0
1423,2969,0
5745,114,0
1010,11,0
3551,4441,0
1091,433,0
6195,41,0
362,15,0
132,44394,0
2420,2029,0
4,1423,0
1210,5174,0
3592,6993,0
503,316,0
1268,317,0
22403,6195,0
164,3371,0
2921,252,0
2410,631,0
15906,13726,0
985,1123,0
332,520,0
2227,6996,0
1268,1062,0
234,798,0
479,377,0
892,18975,0
16795,131,0
762,358,0
6692,506,0
16,41,0
2079,21613,0
208,982,0
2362,6764,0
1083,120,0
252,1080,0
4603,2079,0
697,941,0
1029,1010,0
416,9439,0
839,410,0
2035,383,0
21968,202,0
820,20,0
22177,24,0
3846,10484,0
924,29228,0
16245,840,0
4786,377,0
238,25,0
11194,2811,0
868,11449,0
1150,631,0
1427,42,0
6992,18303,0
1194,1010,0
1290,1082,0
1004,2740,0
4687,2783,0
1070,336,0
11194,68,0
801,2293,0
11040,447,0
468,1389,0
2503,3385,0
938,524,0
42,1506,0
2300,6414,0
5219,37772,0
1531,6182,0
2434,3327,0
31,148,0
1096,84,0
1027,985,0
11148,447,0
1304,610,0
5545,450,0
17444,14,0
36137,1390,0
1005,506,0
40,86,0
6676,14718,0
1082,3898,0
3060,1269,0
2424,21829,0
39,177,0
683,169,0
2615,413,0
41,65,0
1050,683,0
321,281,0
383,336,0
25246,5107,0
19257,144,0
968,2727,0
3706,34025,0
27,161,0
2778,1082,0
6347,1436,0
266,6158,0
1073,3736,0
19164,276,0
1184,1417,0
1520,999,0
7,204,0
2371,82,0
3327,2420,0
2669,47,0
1,409,0
2824,317,0
152,825,0
2292,20698,0
16795,12321,0
18577,6894,0
979,1436,0
339,11749,0
314,327,0
3323,2425,0
738,595,0
8817,44,0
6676,2670,0
1162,1175,0
609,720,0
1091,1426,0
5571,3060,0
1506,862,0
290,6361,0
169,2419,0
3302,897,0
2783,16247,0
697,365,0
2566,30132,0
4097,4083,0
5225,7087,0
4326,1210,0
60,15,0
2977,1433,0
3216,868,0
44,132,0
11085,3336,0
3772,2977,0
2036,409,0
336,1075,0
54585,327,0
667,583,0
2580,653,0
430,6600,0
931,512,0
3508,190,0
1111,968,0
892,252,0
918,144,0
498,16795,0
720,2125,0
718,192,0
1147,40,0
2331,1627,0
405,379,0.619128466
10674,6994,0
47,80,0
855,1416,0
368,683,0
2063,605,0
2783,121,0
862,4333,0
347,1049,0
276,511,0
184,130,0
211,152,0
210,24,0
1164,826,0
1455,12285,0
1186,11746,0
2995,27832,0
1897,814,0
988,931,0
19164,862,0
1132,1071,0
10857,2944,0
11401,327,0
441,788,0
133,192,0
128,995,0
330,11,0
472,331,0
46,1103,0
42,80,0
1164,417,0
5411,327,0
37439,2598,0
2672,3785,0
2227,10690,0
13726,5544,0
669,631,0
840,4,0
924,820,0
3385,1091,0
15058,2598,0
2671,7185,0
144,23253,0
1158,738,0.051282051
2696,12438,0
47,2441,0
42,984,0
1268,1435,0
2420,430,0
1085,2423,0
18303,10690,0
3691,2439,0
11609,170,0
3057,148,0
199,1050,0
416,4361,0
1025,265,0
5648,13,0
3776,410,0
1286,12,0
14589,2410,0
499,1426,0
405,714,0
90,114,0
520,52778,0
524,825,0
16,419,0.104651163
3385,675,0
1267,20,0
605,1755,0
4102,4171,0
964,678,0
703,984,0
10314,5268,0
1184,2976,0
33,2125,0
845,524,0
3725,3592,0
16,820,0
417,162,0
332,416,0
498,132,0
317,931,0
446,3,0
1533,3368,0
5544,450,0
33752,862,0
290,1164,0
1078,1032,0
121,2737,0
826,1082,0
1322,1401,0
830,294,0
367,1071,0
3840,1506,0
4,143,0
1274,24,0
33,189,0
144,5111,0
583,762,0
130,6195,0
16704,1075,0
2754,868,0
762,2832,0
1032,197,0
2413,281,0
467,234,0
935,6227,0
1181,2288,0
683,2670,0
5,40,0
1322,804,0
2844,2410,0
995,819,0
1253,862,0
235,1269,0
667,1423,0
13562,46,0
3161,1411,0
703,29,0
6984,29228,0
366,1075,0
36,6890,0
1020,6908,0
2439,5287,0
430,46,0.292792793
8512,1025,0
4271,1005,0
1184,384,0
19,162,0
2744,2783,0
5225,941,0
1082,1050,0
6414,18702,0
52,299,0
2079,3709,0
2990,1084,0
1467,833,0
235,1455,0
3999,2441,0
16576,3302,0
790,503,0
262,172,0
2,18,0
499,119,0.038095238
379,8816,0
2394,86,0
150,331,0
630,410,0
62,449,0
13,336,0
159,2282,0
6994,3725,0
6,924,0
683,252,0
8684,377,0
216,1627,0
1103,430,0
45276,447,0
301,4482,0
892,2598,0
5595,2381,0
1020,826,0
37956,2381,0
964,1159,0
941,1038,0
2282,3057,0
4750,1465,0
2655,416,0
990,337,0
2698,330,0
7714,244,0
448,683,0
172,58,0
1075,13,0
2598,4458,0
1038,3522,0
8428,3057,0
6380,62,0
1519,762,0
2783,1755,0
1322,190,0
384,1426,0
199,294,0
1433,8733,0
1082,969,0
3948,58,0
250,2420,0
1211,29,0
653,1876,0
845,152,0
7975,11083,0
1108,4040,0
969,244,0
6195,398,0
150,5648,0
6380,13299,0
798,234,0
126,5219,0
28071,2737,0
20057,2441,0
337,826,0
2977,432,0
31,3909,0
2375,126,0
288,1627,0
1038,410,0
2722,506,0
6996,9007,0
1063,1268,0
398,14690,0
2293,970,0
1562,503,0
4959,2698,0
8086,17444,0
2374,338,0
1390,410,0
172,3161,0
29,180,0
1042,2288,0
1465,6767,0
660,339,0
605,42903,0
568,533,0
1035,289,0
12,4146,0
1064,265,0
368,244,0.27027027
3559,1159,0
197,1322,0
2324,1766,0
128,1010,0
86,605,0
19771,20,0
366,666,0
512,124,0.307392413
1837,441,0
8287,2251,0
618,1082,0
720,776,0
19257,918,0
1,2,0
605,1147,0
41,18,0
290,2967,0
1148,265,0
6890,10484,0
2481,868,0
2079,157,0
232,631,0
601,12824,0
16576,16795,0
839,1444,0
1307,800,0
1435,202,0
2696,121,0
10,82,0
980,5219,0
430,1104,0
4057,6082,0
4093,12,0
3057,35498,0
3392,8028,0
45457,941,0
1532,410,0
1038,294,0
641,418,0
3508,601,0
585,583,0
294,25467,0
47,33639,0
715,5225,0
37954,2292,0
1005,607,0
964,11,0
1071,267,0
244,273,0.316251154
37963,6894,0
36745,749,0
601,2974,0
553,9,0
2503,3349,0
4330,1038,0
43,995,0
642,317,0
10695,4128,0
408,5219,0
1041,3911,0
2598,7975,0
1531,472,0
13,5,0
458,130,0
3105,475,0
347,931,0
5219,2672,0
2477,6994,0
4441,2444,0
17444,7443,0
12105,223,0
232,16988,0
6673,2740,0
26251,506,0
5546,197,0.068372651
715,6163,0
1214,410,0
10484,3207,0
20532,892,0
6646,3205,0
790,306,0
2424,16795,0
23,82,0
2420,10330,0
366,150,0
5514,6692,0
1385,252,0
