source,target,weight
116,6996,0
9007,17959,0
12,1025,20178000
314,23129,0
862,5,4560000
5179,839,0
1020,989,0
58,150,570000
12694,447,0
978,1411,0
3197,244,6042000
244,667,171000
11,22,0
164,989,0
982,7769,0
479,2782,0
62,814,342000
430,995,2850000
10484,11688,0
252,1210,0
317,281,0
1075,2481,0
2439,6672,0
618,10773,0
405,641,50400000
2832,524,0
10690,8963,0
631,12,22800000
6767,237,1140000
11961,1387,0
6676,3176,0
8817,235,57000
2990,979,0
610,940,0
1390,1388,0
800,430,18846000
276,410,1140000
192,383,13908000
58,18,570000
26459,10690,0
2457,5227,0
6996,3592,0
468,385,0
3205,3840,0
537,410,8890000
1038,26789,0
2457,6347,0
37975,11282,0
276,22403,0
800,41101,969000
144,42,3420000
2698,3733,0
499,709,0
3508,9010,0
4772,11083,0
681,1533,0
1082,738,0
1083,932,2052000
144,1520,9000
6676,41197,0
62,1119,0
410,6195,75810000
1164,1245,0
1429,130,13110000
976,982,0
415,11855,0
3551,7695,0
2292,6894,171000
504,16,0
2441,4585,0
4128,2698,3226000
1390,54652,0
41,25,171000
2410,1269,0
4111,130,0
1038,19,10116000
9233,2776,0
276,38290,0
1436,8616,0
3696,1020,0
409,6227,0
1123,281,0
23611,5223,0
765,314,0
289,10391,0
583,903,0
2441,472,0
1465,1267,0
1429,27525,0
46157,1038,0
2598,24389,0
8970,14848,0
5378,683,0
2424,6986,0
1047,2921,0
820,141,5700000
5573,553,0
862,1390,12545000
2250,749,0
82,52,114000
416,1387,0
512,22,0
1627,19,0
367,2703,0
383,1123,456000
4482,23634,0
441,235,0
1095,162,14480000
2672,2441,855000
120,935,0
1210,410,3990000
16594,1083,0
65,109,0
42,39,57000
1158,3166,0
3733,3725,342000
2180,2331,0
410,1010,30780000
5623,845,0
985,1096,0
3205,1264,0
3508,3057,3420000
3508,2861,0
2919,46,0
1049,331,0
820,20,855000
2944,7160,0
1060,543,0
5107,999,0
873,511,0
148,762,28050000
499,172,0
820,6,0
410,398,70570000
1044,128,0
172,9202,0
5219,6676,0
441,4603,0
466,985,0
6249,697,0
14,7443,0
252,1408,0
9353,130,684000
2477,660,3648000
968,6593,0
4507,553,0
1083,1321,0
6045,419,0
347,271,0
79,583,0
418,681,25080000
7042,601,0
1158,720,20235000
918,498,0
23826,44,9120000
1104,21027,0
290,1081,0
16247,6993,0
458,8373,0
5545,5546,0
980,169,0
2311,790,0
252,1025,13170000
2444,10131,0
855,2580,0
2995,10330,0
121,2737,2081000
169,2671,0
52785,715,0
355,337,3710000
1039,6043,0
3057,1465,0
62,5545,171000
167,257,1140000
142,1531,0
468,642,0
413,266,0
762,12,9820000
862,6574,171000
2282,48325,0
1290,3161,0
289,281,4280000
447,2776,0
19771,20,0
2439,121,2850000
566,6045,0
6574,5587,0
157,3772,0
6574,38561,0
162,1175,0
197,862,2280000
3915,2420,0
3691,11126,0
982,455,2280000
234,306,2508000
40,3520,0
358,337,0
820,12392,0
11127,10688,0
2990,4751,0
839,22257,0
3060,28956,0
11127,1186,0
862,22045,0
5546,5225,0
524,449,7420000
377,941,1197000
2425,976,0
7462,354,0
833,2293,0
6,740,0
2425,294,10264000
2639,979,0
2805,148,0
294,206,1710000
941,239,1370000
11083,4772,0
2969,762,0
52,2,0
27,244,0
11126,121,0
2503,1075,2280000
800,332,570000
128,978,0
648,621,0
1268,148,0
2231,2444,0
12438,16704,2960000
4111,458,0
856,8573,0
1049,31,14820000
2282,6348,0
8963,6993,0
6603,25,0
405,990,0
1242,653,0
21903,2227,0
41,506,10260000
2180,5093,0
2672,2068,0
1038,416,8780000
4529,13726,0
11411,2783,570000
1049,294,0
868,14187,0
3706,21725,0
40181,449,0
416,18950,0
1532,681,0
3729,964,0
223,327,11000
524,2944,1250000
252,10390,0
553,2670,0
350,1034,0
150,11422,0
862,38479,0
10139,2362,0
1467,1264,0
18,27,21320000
8699,169,0
405,22,4330000
20707,126,0
540,169,0
210,265,91000
1072,985,855000
1075,531,0
749,39818,0
641,180,342000
4057,10898,86000
3729,12054,0
15656,2457,0
1091,3385,0
1005,19109,0
1245,3772,0
1533,12405,0
2700,232,1995000
131,33,570000
405,3463,0
281,12321,0
964,2696,798000
405,1181,86000
720,2639,0
12817,11083,0
506,4159,0
2311,12823,0
1085,2503,0
800,1103,34000
235,2639,0
10690,2700,684000
10140,1436,0
3205,6894,0
337,10532,0
2381,3205,0
653,16981,0
2672,5219,0
405,164,245000
3057,475,0
2311,892,0
114,250,0
2448,1533,4560000
317,294,13680000
15374,506,0
11008,749,0
289,903,656000
368,294,4788000
2639,3348,0
6195,12672,0
1180,338,2508000
41,27,15390000
1322,1837,0
1114,16795,5700000
1304,1435,0
585,36,17670000
15,6297,0
192,114,570000
6380,8684,0
3811,4128,342000
150,5358,0
862,38290,0
720,10484,3490000
11401,314,0
498,2425,0
3057,6371,0
524,2330,0
5545,1322,0
26789,6574,0
2968,995,0
1039,3057,0
312,2783,0
800,6351,0
403,30,1140000
2921,1103,114000
18945,5219,0
1071,931,4280000
630,2448,0
31,2288,6730000
16,631,72960000
553,939,0
12672,6195,0
855,30612,0
2292,1268,0
13716,697,0
13726,14596,0
405,419,0
8963,2477,0
101,24,0
420,419,8090000
458,1388,0
2293,114,0
12,6574,22344000
537,430,2280000
1386,128,0
252,12,55860000
235,642,0
234,798,0
833,935,0
1063,845,0
168,197,0
2977,2180,0
8685,697,0
720,982,0
2990,18,0
2944,36,6840000
29,991,0
2919,1387,0
197,419,1710000
1429,252,5700000
2424,25243,0
798,28643,0
273,61,0
82,44,2052000
468,1090,5074000
1184,825,0
2439,1091,182000
10639,3691,0
3302,472,0
157,3508,1824000
9631,409,684000
2700,10482,0
6993,8963,0
1496,941,0
1091,5219,46000
4424,144,0
415,3166,0
2282,3508,0
2431,786,0
845,2293,0
141,2292,0
2737,316,0
144,2362,0
458,1105,0
1003,698,0
3508,1082,0
235,403,0
47962,982,0
58,172,3080000
41,24,2966000
10331,2420,0
932,41231,0
1467,2292,0
5,449,13970000
1004,266,0
403,1228,0
449,12381,86000
660,585,4560000
999,144,46000
419,3709,2850000
3592,8563,0
314,327,0
12,720,3420000
409,25467,0
410,4255,0
1269,2671,0
172,3060,0
354,58,8489000
6418,169,0
4083,430,3420000
167,38,114000
2742,2703,171000
3840,2750,0
4603,21597,0
18300,18105,0
1091,169,0
130,4554,0
409,316,0
4,615,0
252,8970,1938000
2407,430,2960000
2448,1108,0
3714,3609,0
152,449,0
20,845,0
25029,447,0
273,1114,3420000
418,3709,26220000
862,2047,0
964,1083,1425000
626,931,3420000
144,25029,0
697,4603,0
130,6195,13927000
1184,58,5876000
40280,40426,0
314,918,0
1387,8970,0
589,833,0
11127,22219,855000
4750,54467,0
155,122,0
660,26459,0
7971,499,0
825,6894,0
128,1837,0
1082,1049,6840000
2477,18105,0
941,2598,0
40058,281,4560000
553,3385,0
2655,1210,0
2282,3426,0
172,6079,0
1321,11116,0
3508,403,0
204,568,0
358,3057,0
22,281,0
25,128,456000
180,350,0
349,289,0
12378,820,0
368,1084,3988000
8576,503,0
1027,641,1030000
142,3709,0
12001,447,0
3898,204,0
1244,368,0
786,979,0
749,458,9690000
169,7475,0
3336,7788,0
294,979,0
698,128,0
6414,4482,0
336,4,1539000
5,12,27820000
585,1049,0
1199,172,0
520,1162,0
986,399,0
383,202,627000
31625,1245,0
430,18075,0
11194,314,0
2990,2784,0
798,11075,0
12321,366,1140000
9,6676,0
2671,1091,1949000
1992,1465,0
968,3057,0
820,10483,114000
169,1091,1083000
458,1387,1026000
1020,355,5360000
765,447,57000
294,2424,114000
19058,941,0
8024,3327,0
327,34096,0
1078,1123,0
1010,410,1254000
39,38,342000
383,79,3190000
354,3198,0
524,2381,0
1463,385,0
1387,4114,0
1387,506,9861000
2457,1301,0
5,22294,0
1038,2790,0
605,169,0
398,6767,171000
1038,4558,0
750,244,14820000
265,683,0
77,653,114000
14953,306,0
1268,1090,2620000
5,2251,0
1268,3958,0
82,24,2736000
10314,9074,0
12,1038,5033000
475,9010,0
2425,11107,0
932,11121,0
30,206,0
999,2566,0
4064,2737,570000
398,410,0
339,589,0
985,399,0
410,24361,0
845,524,0
12420,3691,0
984,1090,0
762,1039,0
11194,918,0
17026,314,0
289,703,0
86,109,0
1301,455,114000
503,7002,0
2394,4467,0
6984,29228,0
5,4361,22000
2867,3368,1026000
520,2727,0
985,677,2570000
2457,3535,0
4441,413,0
18945,2672,0
984,985,4900000
336,11085,0
355,352,0
2293,1506,0
8718,2381,0
868,3654,0
1063,419,0
631,46,1710000
449,2867,1250000
7008,10690,0
4644,2293,0
5545,377,0
3691,121,0
472,2156,0
6894,114,0
2,60,6500000
20658,10314,0
12054,2696,0
2944,119,0
2687,6676,0
3706,1091,0
2293,2330,0
631,475,0
599,10314,0
12302,6996,0
5107,314,0
350,985,0
5111,11083,0
10625,192,0
1003,631,84020000
5225,7392,0
266,72,0
20519,1390,0
630,527,0
856,7445,0
2288,985,0
410,16795,0
7056,336,0
936,3473,0
1003,22646,0
941,1148,0
399,1032,0
12,23052,0
8024,2995,0
583,1416,0
897,2402,0
458,1103,0
42,4795,103000
602,121,0
524,294,0
1085,2434,0
2323,2944,0
2598,892,0
82,22,855000
2292,2944,0
932,338,9690000
141,3711,0
265,3391,68000
62,5546,570000
1020,1158,0
405,1061,0
3595,350,1200000
1162,290,798000
26,180,20520000
10431,566,0
9480,6894,0
641,1220,0
6483,5544,0
533,6499,0
595,26197,0
2423,18952,0
7179,25809,0
605,3706,0
503,7443,0
12,6195,10550000
1785,1436,0
8524,172,0
398,8590,0
